TRACK NUMBER,frame number,x,y,,intensity
54,407,11.08499069,60.9761654,,3288.246338
54,408,11.17166203,60.44097312,,4495.793091
54,409,12.04517063,62.53072333,,2598.091064
54,410,12.67098153,61.82573225,,3141.129517
54,411,13.63290131,61.88063074,,3842.62085
54,412,14.91473915,61.45122712,,5612.609863
54,413,14.91260545,60.00060176,,3422.346924
54,414,14.30011161,60.19205134,,2410.037598
55,374,0.360011705,30.8511248,,1688.207031
55,375,0.757858227,31.40970766,,2461.697144
55,376,2.307860641,30.04749986,,3723.471436
55,377,2.10050094,30.30391213,,4969.980103
55,378,0.800450916,30.66404198,,2889.249023
55,379,1.625501763,31.25599252,,2828.223389
55,380,1.410704435,29.79671048,,4678.549072
55,381,1.768685969,29.79493891,,3698.920898
55,382,2.677469738,28.97644625,,4672.751099
55,383,4.591422265,30.65570975,,3619.910645
55,384,4.327682028,30.89119787,,4251.039917
55,385,5.171002735,31.27407037,,4604.422119
55,386,4.018609553,30.66675959,,4087.695801
55,387,3.528949382,30.67197316,,3740.59668
55,388,0.846257813,29.79186293,,2587.514771
55,389,0.411639753,29.10430206,,2518.699585
55,390,0.497462399,30.35133911,,2053.201172
55,391,1.160113284,30.33808908,,2679.634277
55,392,1.326277883,30.31420026,,4209.787109
55,393,0.973096667,31.73838106,,2586.145264
55,394,1.580836813,30.76729723,,3462.473511
55,395,2.490911419,31.29519697,,3986.775391
55,396,2.036396399,30.73131846,,6091.203613
55,397,2.68410204,29.75840637,,5086.513428
55,398,2.934508255,30.06956944,,4429.10144
55,399,2.438820905,31.29631486,,2912.132324
55,400,0.700966295,31.73976978,,1801.199585
55,401,0.372163596,31.40781484,,2433.58606
55,402,0.872548327,31.93370285,,3032.770996
55,403,0.378255986,29.27422046,,1454.460327
55,404,0.401447298,29.16875626,,1639.740234
55,405,1.238486451,29.62275445,,3113.153564
55,406,0.796718169,29.71563416,,2812.217529
55,407,1.562600369,29.53792817,,4617.196533
55,408,3.39128495,28.44997302,,4783.254761
55,409,4.505166898,28.04918898,,4724.358398
55,410,5.266733828,28.86103598,,4025.799438
55,411,6.655929692,29.47258437,,4434.276855
55,412,7.236638929,28.47228567,,3470.838257
55,413,8.285572605,28.72933273,,4941.316895
55,414,8.817801643,30.28011553,,3390.031006
56,405,2.502466825,5.501013448,,1116.154175
56,406,3.123754792,6.850300351,,1574.186401
56,407,2.135701112,6.169352151,,1079.873535
56,408,3.213111575,5.808722964,,1109.144165
56,409,2.852728052,5.887992211,,1842.649658
56,410,2.759524805,6.506789158,,2032.246338
56,411,2.527501869,5.448841777,,3193.115723
56,412,3.019299706,6.019077554,,1339.106445
56,413,2.85551239,6.190310888,,1169.132568
56,414,2.884015438,6.736156665,,1999.383179
56,415,3.137905289,6.525285091,,1556.466919
57,421,13.47313118,35.02596646,,2308.740845
57,422,13.49322226,35.332333,,1013.827148
57,423,13.75849221,35.56846531,,1441.649902
57,424,14.22921759,36.13604443,,4849.669312
57,425,14.71974225,36.63292929,,4608.9021
57,426,13.90303288,35.83746813,,4613.439453
57,427,14.59224302,35.92648028,,4629.471313
57,428,13.3553859,36.19098478,,1830.229126
58,441,59.77716155,29.81662594,,1070.907104
58,442,59.17796785,30.67287635,,3589.315186
58,443,58.82427107,32.29766303,,2003.740845
58,444,58.18954407,33.25083393,,2030.898804
58,445,58.16338905,33.00598366,,2490.771118
58,446,57.37506447,32.51948287,,2371.053955
58,447,57.6652259,32.10993055,,996.6619873
58,448,57.27069748,31.77267362,,2764.367676
58,449,57.42352207,32.57811951,,1753.219971
58,450,57.17911505,32.00910609,,2450.002197
58,451,57.50860977,32.24772861,,2161.878174
58,452,56.83303787,33.14767563,,1668.382202
58,453,56.39540053,32.89526197,,2461.907593
58,454,56.16040258,30.8127269,,1855.922974
58,455,56.83086025,30.59719829,,2984.064941
58,456,57.67181732,30.65412914,,6077.814819
58,457,56.69900421,29.88923077,,6359.38208
58,458,57.13024358,30.57782711,,4426.943237
58,459,55.57886732,30.47385812,,4467.284668
58,460,55.53628766,29.60835096,,3254.302124
58,461,55.38411796,31.09231367,,1900.813477
58,462,55.84147267,29.93282211,,1785.969604
58,463,56.52184352,30.82600286,,2617.176514
58,464,55.8991838,30.84114958,,1631.565918
58,465,55.88374208,29.70170909,,3562.404297
58,466,55.66913051,29.2187331,,4156.692261
58,467,56.68264446,29.26320161,,3465.355103
58,468,55.08132475,29.09019575,,3704.050293
58,469,55.68703841,28.65619053,,4740.978394
58,470,55.55448689,28.81567521,,5316.850464
58,471,55.62474,28.96334013,,5410.111328
58,472,55.27234215,28.98978819,,5257.140625
58,473,54.29017851,28.29148973,,1795.271973
58,474,54.48758874,28.57182363,,3088.118286
58,475,54.56676608,28.61505091,,3094.632935
58,476,54.2755766,28.8520136,,2883.192993
58,477,54.46386725,28.6889396,,3274.886108
58,478,53.40848633,29.34212182,,1336.231445
58,479,52.94795437,30.02870742,,1996.677612
58,480,52.76887863,29.99853749,,3543.816162
58,481,52.13412465,29.82979197,,2191.01062
58,482,52.79771663,30.42267385,,2116.056763
58,483,53.17843077,29.80050043,,1606.663574
58,484,52.28115575,30.41002628,,3166.979736
58,485,53.21990345,30.83922549,,2049.085938
58,486,52.4719295,30.41490452,,2936.825562
58,487,52.76823001,30.24713747,,2698.855347
58,488,51.2585513,30.41774457,,2473.175537
58,489,51.89645027,30.42505976,,4719.80481
58,490,52.33432778,30.09230298,,2412.520874
58,491,51.30997875,29.70209372,,4144.930298
58,492,51.75727675,30.57595228,,3853.937256
58,493,52.95110345,31.19240374,,4139.876465
58,494,52.59867429,31.06978897,,2986.009033
58,495,52.69532992,31.0923167,,2406.443237
58,496,52.83714381,30.94950917,,2588.701416
58,497,52.69029975,31.55725204,,3784.577881
58,498,53.12596155,31.20846553,,3627.507813
59,442,13.9409799,34.46400475,,3690.318481
59,443,14.05975755,34.55393164,,4827.437622
59,444,14.07872762,34.02250504,,3511.989746
59,445,14.50110528,31.75860302,,4446.313477
59,446,15.51469953,30.23019512,,2253.315186
59,447,16.91410912,27.76766039,,1846.90686
59,448,15.98395517,30.07195249,,2682.113403
59,449,15.97495178,30.59426018,,6077.405029
59,450,14.64075511,30.77608115,,5502.865601
59,451,14.40637816,31.08697929,,4884.321533
59,452,13.60119548,32.20097328,,5656.135132
59,453,12.35478161,31.69030533,,3936.495117
59,454,12.61241775,30.69129216,,6017.439941
59,455,11.72160437,31.61802544,,3514.772583
59,456,10.37774853,32.79223907,,2818.699341
60,459,2.988036707,71.74164864,,2185.426514
60,460,3.167123818,72.08225343,,5762.325562
60,461,3.171337218,72.26573208,,5308.564575
60,462,3.228605319,71.71846473,,6133.802368
60,463,3.131906435,71.39196939,,4673.871094
60,464,2.929177964,71.76615868,,3384.401245
60,465,3.033827708,71.62756877,,4643.489746
60,466,3.048240524,71.56922559,,6022.998657
60,467,2.916645205,71.97690435,,6256.012329
60,468,3.033878944,71.68888124,,5844.175903
60,469,3.093395644,71.67626909,,4518.605469
60,470,3.095082582,71.76573337,,4847.423218
60,471,3.073192429,71.70492367,,6299.931641
60,472,3.234618744,71.5314433,,5438.04248
60,473,3.061691111,71.4716628,,1669.369019
61,485,24.99238999,27.75783797,,3347.419067
61,486,25.85927787,27.01109285,,3161.029297
61,487,27.6009289,27.0622968,,3333.196167
61,488,26.27480718,27.7455529,,4358.654053
61,489,26.08384739,27.64444421,,5302.433838
61,490,27.42809676,27.62563167,,5080.874878
61,491,26.72391066,26.45504744,,5124.886841
61,492,26.87278371,24.86802138,,3332.836548
61,493,27.67097757,25.64825166,,4686.645508
61,494,27.35487701,26.18919832,,4331.253052
61,495,26.59393871,26.05404839,,5722.806763
61,496,26.02475676,26.46126554,,4780.531006
61,497,26.08233714,25.97001194,,4690.734619
61,498,25.3671909,26.39353558,,5626.442261
61,499,25.56158554,27.34454079,,3588.889404
61,500,27.06753462,29.10601783,,5265.085815
61,501,26.70490876,28.73367466,,5149.203613
61,502,28.53017607,29.91438467,,3997.403198
61,503,29.26625357,31.84012588,,3559.162231
62,500,53.95023624,30.92721052,,2185.86731
62,501,53.98979344,31.20756689,,2308.503784
62,502,53.04592396,31.17471628,,2020.911011
62,503,53.61582495,31.3627929,,1542.241211
62,504,53.98928916,31.27602611,,2453.489136
62,505,54.09229532,31.62123969,,2439.753784
62,506,53.61711058,32.19833846,,2431.853516
62,507,53.57940428,30.74095125,,3682.886353
62,508,53.80602841,31.42520847,,3885.871338
62,509,54.04326055,31.69391691,,2706.060669
62,510,54.28957135,31.41740791,,3321.965942
62,511,54.31088766,31.42627719,,3148.137329
62,512,53.69243604,31.84378632,,2884.412598
62,513,54.47151004,31.30475743,,2511.498535
62,514,54.03107122,31.82445869,,3236.087402
62,515,53.6603724,30.51455287,,1110.326904
62,516,54.02129735,31.48332187,,2544.726563
62,517,54.00658864,31.51143398,,4849.838989
62,518,54.48418655,31.28951578,,3098.064209
62,519,54.02679288,31.47504169,,3906.886963
62,520,52.5488153,30.452223,,4906.330811
62,521,52.47170005,29.43243607,,1727.996582
62,522,54.94056075,29.02403687,,3256.878662
62,523,56.26552968,28.47407003,,5482.537231
62,524,56.41945375,27.04242823,,4000.444824
62,525,56.60408075,27.38739319,,3025.83313
62,526,57.18550261,28.81423209,,1693.69751
62,527,57.87962547,27.5284156,,2553.264526
62,528,57.51945611,27.87171899,,2412.869873
62,529,56.11239577,27.42269839,,4747.70166
62,530,57.28564509,26.57292536,,2978.935181
62,531,56.79728038,27.49062462,,2526.486816
62,532,56.88351491,26.34141684,,4557.688965
62,533,57.50452676,24.95647776,,4461.614502
62,534,57.32732677,24.40926416,,6459.800659
62,535,55.71621702,24.93907633,,3922.777222
62,536,55.39670296,24.28691241,,3255.305054
62,537,56.11145912,25.20292167,,3978.655151
62,538,57.72325661,27.24102851,,4558.974854
62,539,58.72697899,27.88397257,,4101.434692
62,540,58.12586605,28.50306303,,4372.723633
62,541,58.26413241,28.53078569,,5045.707031
62,542,57.05485527,28.56937846,,4390.366333
62,543,56.99208448,27.98326399,,4881.182861
62,544,56.53145382,28.59881823,,2505.20752
62,545,56.30244756,28.44743383,,4361.519653
62,546,56.68725291,29.1308249,,5632.864502
62,547,56.16496011,29.34725149,,3877.267578
62,548,55.11039555,29.77195425,,4161.310303
62,549,57.04415393,31.82011839,,1966.677734
62,550,57.90771707,31.62874884,,4058.417969
62,551,57.09114901,30.36160291,,5200.44043
62,552,55.63397594,31.36873687,,3720.539307
62,553,54.77840327,30.93685827,,3946.738037
62,554,52.65736841,30.94621188,,3052.461182
62,555,53.45973867,28.87873291,,2663.228027
62,556,51.78841497,29.82516902,,4410.849121
62,557,51.48664972,31.19131556,,5421.217285
62,558,51.71053999,30.7783603,,5234.790649
62,559,52.42536765,30.06615477,,5218.346558
62,560,52.19255349,30.63400221,,6732.547974
62,561,51.6031705,29.98564826,,6439.52002
62,562,51.27353527,28.78124016,,1967.174316
62,563,52.83662099,28.94668538,,1642.668579
62,564,50.64334826,29.31074149,,3631.150513
62,565,50.29559123,30.11030713,,4160.460571
62,566,49.46479706,29.17329525,,3039.662964
62,567,50.46839302,30.01904614,,3215.91394
62,568,48.74267529,29.69451601,,2071.720459
62,569,47.58799196,28.3827435,,3166.687134
62,570,47.57381527,29.26904467,,2819.198608
62,571,46.93464331,29.65925593,,2561.622803
62,572,44.21429773,29.51122902,,5541.683594
62,573,43.62300505,29.99128151,,6414.113403
62,574,44.58758506,28.39749591,,4952.490479
62,575,45.6608796,30.12934418,,5356.79126
62,576,46.35000879,30.2540358,,5765.337158
62,577,45.66765147,30.33676152,,5625.212158
62,578,45.70390315,31.67258612,,4732.579102
62,579,46.65555816,32.81942541,,6153.441406
62,580,47.08185639,32.19402417,,3548.740234
62,581,49.55199664,32.38895982,,2289.28894
62,582,48.70649403,31.79489588,,3758.65686
62,583,48.37293728,31.50735676,,2565.094849
62,584,48.62813806,31.49706135,,2820.269409
62,585,49.40028185,31.37276002,,3613.936646
62,586,50.3289498,31.20245377,,3741.99231
62,587,49.05554011,31.91766837,,3388.222656
62,588,50.25549662,31.08111345,,4364.623169
62,589,51.30373027,29.68646423,,4524.363892
62,590,51.91107484,29.64069596,,3220.522827
62,591,52.41255589,30.24750277,,3833.561157
62,592,51.42818623,29.97088374,,2829.603271
62,593,51.98058172,29.85534175,,5000.675293
62,594,51.85955712,29.88735556,,4545.92981
62,595,51.75930505,30.14131015,,4921.529419
62,596,51.60065532,29.78943061,,4666.752319
62,597,51.89204565,29.96091971,,2759.099731
62,598,51.05887011,29.4884107,,3158.44043
62,599,51.50761894,30.09229454,,4553.15332
62,600,51.51074293,29.81254297,,5276.413696
62,601,51.49411138,30.23469076,,4644.115723
62,602,51.7167836,30.17569717,,4564.164429
62,603,51.50184208,30.02023879,,5748.407104
62,604,52.09175298,29.44963892,,4207.481445
62,605,51.71949963,29.95756959,,5089.998413
62,606,51.51194977,29.70432106,,4996.228882
62,607,51.61681075,29.98234508,,3766.96582
62,608,51.87559667,29.37269769,,4898.813477
62,609,51.66938161,29.91360643,,4326.098145
62,610,51.58573178,29.66519597,,3315.645752
62,611,51.53001719,30.05770257,,5101.679199
62,612,51.65350219,29.84405552,,3605.950928
62,613,51.55198933,29.58960198,,5404.532959
62,614,51.31486383,29.36351094,,4027.144287
62,615,51.21856081,30.07650007,,5580.856323
62,616,51.18397247,29.88613845,,4044.057495
62,617,51.54340735,29.54980512,,4892.409302
62,618,51.78781097,29.66706555,,5911.134766
62,619,51.37874057,29.70116468,,3095.175903
62,620,51.66050237,29.40303602,,3728.456787
62,621,51.51755139,29.45072072,,4758.707642
62,622,51.79735105,29.90588069,,2915.997437
62,623,51.64164776,30.13481125,,5721.942261
62,624,51.50144391,30.28866937,,4807.864014
62,625,51.80473494,29.55669743,,4064.816772
62,626,51.46722529,29.90287775,,6200.770386
62,627,51.86941446,29.8419932,,4859.500244
62,628,51.8721792,29.87561873,,2840.14917
62,629,51.90826662,29.9093157,,3307.523193
62,630,51.65853174,30.07137923,,4199.609375
62,631,51.72967846,29.82527629,,3662.723877
62,632,51.70937293,29.93324643,,3584.335571
62,633,51.672496,29.68552575,,5232.476563
62,634,51.77517193,30.00165971,,4048.448364
62,635,51.84757288,29.86252826,,4066.818604
62,636,52.67771167,31.86374482,,3261.666382
62,637,52.33139449,31.08507864,,5362.958496
62,638,51.52098078,29.85253207,,5576.257202
62,639,51.97029158,29.75379171,,3169.970581
62,640,51.16968741,29.65424589,,1730.587646
62,641,51.04937308,30.55127336,,4438.19458
62,642,48.76666609,31.08892393,,2820.62085
62,643,48.59811155,31.20604391,,2796.622559
62,644,48.03727867,29.48952026,,1856.347046
62,645,47.82564032,29.40555811,,898.729248
62,646,49.22572329,28.51224298,,3130.586792
62,647,47.80423424,29.17302144,,2968.068848
62,648,48.25994243,30.08165222,,1726.286011
62,649,48.14359286,29.27567921,,1883.796753
62,650,47.28595311,29.93855471,,1287.591919
62,651,47.67521134,29.54792621,,2031.711792
62,652,47.84247128,29.61630642,,2046.423584
62,653,47.94948356,29.29206324,,2753.809814
62,654,49.73319532,30.14276339,,4859.734253
62,655,49.5423604,30.7764752,,4596.067017
62,656,49.75458881,31.55103927,,5116.408569
62,657,49.3172916,29.88918145,,3142.872437
62,658,48.86847108,29.81093375,,2038.921387
62,659,48.46428039,28.57995536,,2806.832886
62,660,47.23823071,28.50939533,,4624.310303
62,661,46.96125814,29.44424356,,5986.105713
62,662,45.64874924,28.91148043,,5250.862305
62,663,47.46924264,29.0561656,,4141.374634
62,664,46.93057334,29.52463757,,4684.885986
62,665,48.39820723,30.62785548,,2906.521362
62,666,48.76243174,29.42699914,,2173.355103
62,667,49.39940253,29.10144316,,2796.59021
62,668,48.83076779,29.92484645,,2564.409668
62,669,48.92966337,28.27905701,,4284.116699
62,670,48.39596922,27.96857624,,3922.71228
62,671,47.74015953,28.81849339,,2849.73291
62,672,46.9841535,29.23688795,,3993.242554
62,673,47.56815883,29.56745881,,2934.338013
62,674,47.57711759,29.72461145,,2434.992676
62,675,47.04288969,30.32838912,,3132.001587
62,676,47.09725187,29.82498992,,2357.356567
62,677,47.36752625,28.96167677,,1492.511719
62,678,47.99348555,29.1829786,,4371.140625
62,679,48.50414143,27.49673032,,2783.229126
62,680,47.78962549,27.96268342,,3048.609497
62,681,47.77647916,27.0811067,,5870.164063
62,682,47.39063752,25.9598315,,5110.515625
62,683,47.43746829,26.56806189,,4149.419067
62,684,47.37482336,27.17893447,,5970.737305
62,685,46.31592238,26.96917614,,3876.65686
62,686,45.8814482,26.72044405,,6613.632813
62,687,45.45138016,26.83874956,,5462.650269
62,688,45.53564068,27.06221471,,4594.503662
62,689,43.44134231,27.29494014,,4592.925781
62,690,43.44385797,27.79135675,,4919.638428
62,691,44.10700118,27.33163906,,3951.543579
62,692,43.75776831,26.90689002,,4613.911621
62,693,44.05690278,26.02694163,,5418.353149
62,694,44.84315312,26.57096673,,5206.772583
62,695,44.56795665,27.24026992,,4337.875488
62,696,45.28515089,27.09627284,,4941.029175
62,697,45.42535356,25.87397727,,5268.627441
62,698,45.98940076,25.48252658,,4981.426636
62,699,46.43670139,26.44459555,,5904.851563
62,700,45.85326602,27.4326747,,5575.019531
62,701,45.05707103,26.76754832,,3846.289795
62,702,44.5066393,26.59887492,,4509.20752
62,703,45.96208174,28.21421777,,4006.057007
62,704,45.00181067,29.49569278,,6049.195679
62,705,43.73470716,29.0363942,,3749.074585
62,706,44.27896846,28.85484743,,6009.715698
62,707,44.56000895,28.74503307,,3733.274658
62,708,43.81163249,27.29539463,,4094.899048
62,709,45.9854479,26.9824115,,4808.841431
62,710,45.28829002,27.99120934,,4081.523438
62,711,45.81371827,28.30577384,,5049.610229
62,712,45.05872253,29.66009808,,4925.127197
62,713,44.70761229,29.40227593,,4413.98584
62,714,44.56173636,28.65588149,,4333.586548
62,715,45.38796844,27.3222079,,3252.567505
62,716,45.63363029,28.26231474,,4340.198975
62,717,44.79546835,28.46568157,,4292.545532
62,718,44.1872616,30.08457187,,3518.830811
62,719,44.04890771,29.95810639,,5756.572388
62,720,44.75318926,31.07832242,,6842.373901
62,721,46.03811172,30.36398892,,5643.186279
62,722,46.49116891,29.44372399,,5335.799927
62,723,46.48229819,29.69070012,,4372.949097
62,724,46.91417624,29.62733951,,4902.39209
62,725,46.30029417,29.22346592,,5074.965942
62,726,46.41492354,29.82186985,,4993.881714
62,727,45.14061027,31.16243121,,6117.244873
62,728,45.2504203,31.57511081,,4331.677979
62,729,44.76989574,30.6142279,,5584.568237
62,730,45.14658769,29.87565351,,5823.930542
62,731,44.92028683,30.52181205,,3773.419678
62,732,45.00822128,30.41030306,,5224.432617
62,733,44.96949347,30.43116254,,6169.705688
62,734,45.68423054,30.26007543,,4565.397705
62,735,44.90355437,29.30194727,,7064.986694
62,736,45.58640541,28.44368163,,4245.636841
62,737,46.72179321,27.90663178,,5094.090088
62,738,47.64109066,28.03696481,,4007.236206
62,739,47.67230601,26.70757288,,6889.957397
62,740,46.89004572,27.41384009,,5301.362061
62,741,46.68935596,28.68847196,,4701.092773
62,742,46.57332635,28.86953691,,4927.825928
62,743,46.62219422,29.64535729,,5458.965454
62,744,45.67678497,29.5053933,,4390.062134
62,745,44.78391348,30.19247635,,4024.37207
62,746,44.05731136,27.70700594,,1703.227051
62,747,43.36008973,28.90062463,,3973.163696
62,748,42.5355252,28.58934115,,3245.464111
62,749,40.84873064,29.39271892,,3471.432251
62,750,40.42541133,28.48993726,,4316.55957
62,751,40.02320518,28.02281467,,5700.946411
62,752,39.70277489,28.13591271,,3013.0979
62,753,38.8012174,29.98218725,,2815.420532
62,754,38.37708861,30.04637214,,3716.244263
62,755,38.97370311,30.46366684,,3937.001221
62,756,39.62335352,29.76517058,,3030.481079
62,757,39.55152972,29.00965015,,2491.143311
62,758,39.54616149,27.89620693,,5083.484863
62,759,38.86356058,28.24606346,,3056.435669
62,760,38.81256829,27.83636393,,1961.044312
62,761,39.603876,27.69178871,,2659.685913
62,762,40.1177452,27.72675396,,4298.124268
62,763,39.70619862,28.59004872,,2748.228149
62,764,38.88458213,27.80721753,,1777.312866
62,765,39.51805579,28.3828765,,3145.270386
62,766,38.87716548,29.00552809,,2171.483643
62,767,38.13209408,29.43223985,,4935.877686
62,768,38.28329036,28.97787966,,2919.874268
62,769,38.2756664,29.87807422,,4698.575073
62,770,38.64965323,30.46166101,,4552.040283
62,771,38.19148224,30.63206065,,6489.275146
62,772,38.36535471,30.77618985,,4130.237793
62,773,38.45193579,31.09313261,,4146.661865
62,774,38.38480566,31.23457173,,4271.20813
62,775,37.54761777,31.5145742,,4064.80127
62,776,38.02178755,31.8065828,,2915.164185
62,777,38.81429008,31.49065771,,4039.760742
62,778,39.55008225,31.59834538,,3200.124023
62,779,40.02527993,31.72535796,,1427.154663
62,780,39.16430382,30.80773629,,1888.408325
62,781,38.88386305,31.59849867,,3747.640137
62,782,38.90703333,32.21609133,,2956.796631
62,783,37.97368357,31.45304031,,4366.874634
62,784,37.34355074,30.90600734,,5210.683105
62,785,37.40844045,31.48032445,,4043.065674
62,786,37.4368886,30.87037446,,3897.223389
62,787,37.50751411,30.75892475,,5027.900269
62,788,37.50040443,30.59140853,,4296.553955
62,789,37.61007427,30.33821711,,4552.845459
62,790,37.67833488,31.26477475,,5030.474121
62,791,37.42762191,30.99740341,,5178.774658
62,792,37.47654529,30.61871854,,5092.27124
62,793,37.24420747,31.3239548,,5496.754028
62,794,37.3958706,31.31136122,,4154.313721
62,795,37.73729224,31.04002006,,5874.638062
62,796,37.48261494,31.38045853,,5343.481201
62,797,37.44976894,30.79230126,,5269.058594
62,798,37.19746748,31.03591342,,7190.877075
62,799,37.5309527,30.87226742,,5951.509399
62,800,37.31975772,31.68931504,,5163.269409
62,801,37.45879585,31.27235495,,6953.251953
62,802,37.47295042,31.340603,,8552.653076
62,803,37.36464235,31.36124299,,6510.044434
62,804,37.53204517,31.45222887,,5785.067261
62,805,37.34127331,31.32421481,,5967.45459
62,806,37.244737,31.42770695,,6614.175781
62,807,37.46995536,31.13687184,,6247.195679
62,808,37.51921287,30.87836684,,5579.214844
62,809,37.75508371,30.90496243,,5303.953247
62,810,37.3888232,31.28021548,,7329.36499
62,811,37.34635919,31.33027268,,4173.555542
62,812,37.47780058,30.89275733,,4748.133667
62,813,37.78762722,31.08896009,,4111.432617
62,814,37.36405428,31.19124141,,5404.62439
62,815,37.196748,31.32412159,,5284.216064
62,816,37.6093437,30.95267021,,4929.196899
62,817,37.4640045,31.36155814,,6647.79187
62,818,37.02834268,31.27951774,,5293.956543
62,819,37.17992109,31.4600841,,6964.957764
62,820,37.20963148,31.22607453,,7195.386475
62,821,37.32421281,31.19024771,,6791.45459
62,822,37.46774851,31.14720144,,4690.400513
62,823,37.56808062,30.69277735,,5143.029907
62,824,37.29648236,30.82623911,,5674.724487
62,825,37.17091624,31.00651739,,7269.364868
62,826,37.45203664,31.19903037,,4860.511475
62,827,37.1660914,31.35481531,,5382.399048
62,828,37.39132913,30.9161079,,6572.168579
62,829,37.6341305,31.04798413,,5703.894409
62,830,37.15250429,31.1812305,,4917.523804
62,831,37.32335824,30.51951956,,6009.018188
62,832,37.42289161,30.83643287,,4991.852051
62,833,37.4350211,31.10539035,,6276.682861
62,834,37.52398614,31.31381454,,5369.23999
62,835,37.54318152,31.37609928,,4484.460327
62,836,37.53767164,31.31151625,,5759.610229
62,837,37.67428857,31.38254067,,6360.061768
62,838,37.53725171,31.20874892,,5343.966064
62,839,37.15004563,31.11527592,,6738.009521
62,840,37.45358051,31.28561623,,6533.754272
62,841,37.54422671,31.32125226,,6074.772583
62,842,37.27643296,31.41461421,,5916.042114
62,843,37.34196919,31.37870827,,4930.734131
62,844,37.51092773,31.27657966,,6616.916504
62,845,37.31176836,30.79627661,,4589.463013
62,846,37.26183692,31.16447448,,5768.620117
62,847,37.35390496,31.0726889,,5431.71582
62,848,37.40712583,31.20653267,,6035.214111
62,849,37.52731718,31.13950923,,4408.922119
62,850,37.29024325,31.12732865,,5096.519775
62,851,37.28120369,30.79753144,,5070.950806
62,852,37.22186961,31.00460021,,4081.125244
62,853,37.10895069,30.91230719,,5079.471069
62,854,37.31968707,31.32519178,,3072.210571
62,855,37.67910979,31.03444155,,3124.877319
62,856,37.55108553,31.35570822,,6802.285889
62,857,37.1833218,31.47700491,,4847.245728
62,858,37.318725,31.06972435,,4553.248169
62,859,37.45087456,31.19839545,,4042.7323
62,860,37.49881462,31.08350819,,6680.433105
62,861,37.44782833,31.03251207,,6081.634766
62,862,37.25518806,31.16985591,,6069.5625
62,863,37.04542975,30.92693144,,5527.369995
62,864,37.30167013,31.17312379,,5806.597412
62,865,37.33339528,30.804392,,5883.466675
62,866,37.49949885,31.11528654,,6242.531006
62,867,37.41843648,30.99762064,,5258.443237
62,868,37.48094349,31.34788041,,4917.237427
62,869,37.66079979,30.77123518,,5700.816406
62,870,37.44271149,31.24422409,,5992.367432
62,871,37.52408334,30.53412832,,5439.125
62,872,37.45285099,30.76345352,,4845.028687
62,873,37.5515948,30.72797695,,4872.176147
62,874,37.16551517,30.95866057,,5314.924683
62,875,37.47672309,30.88358394,,6181.583496
62,876,37.43414543,30.90169431,,5973.479858
62,877,37.23855392,31.04758173,,5677.34082
62,878,37.21445456,31.28741204,,5922.065308
62,879,37.49288028,31.09091724,,6321.029419
62,880,37.39258502,30.83150101,,6530.573486
62,881,37.56016827,30.89158906,,5669.206543
62,882,37.46441878,31.07201415,,6742.625977
62,883,37.08383623,30.98488695,,6579.626343
62,884,37.33760302,31.11700407,,6779.637085
62,885,37.44788222,30.79813162,,5060.286499
62,886,36.98131997,30.495792,,1293.355347
62,887,37.13517918,31.28292532,,1489.171997
62,888,37.31397747,31.13947798,,5350.181885
62,889,37.4898075,30.62124949,,6049.355713
62,890,37.32143623,31.57351751,,2852.076538
62,891,37.41101474,31.30952904,,5040.562744
62,892,37.12894853,30.76654514,,4089.916016
62,893,37.02546621,31.09353316,,4084.820557
62,894,36.77086547,30.92019405,,5214.380127
62,895,37.75040878,31.27690311,,4562.748779
62,896,37.45565432,30.92841431,,5455.162964
62,897,37.08544774,31.59444814,,5628.33728
62,898,37.49034263,31.09396013,,5514.64978
62,899,37.5236804,31.0913435,,5923.268799
62,900,37.48672027,31.31404628,,5952.786865
62,901,37.29727242,30.71921769,,6564.201538
62,902,37.50808321,31.17538681,,4771.706055
62,903,37.76003241,31.26140642,,5671.205444
62,904,37.39894199,31.11649315,,4933.563354
62,905,37.41343331,31.23473004,,6214.673828
62,906,37.64933705,31.39694739,,4378.285156
62,907,37.51844093,31.17506446,,4287.062866
62,908,37.4567085,30.63310437,,3984.279419
62,909,37.72464395,31.43128561,,5267.799316
62,910,37.69712873,31.54360732,,4167.908081
62,911,37.85374886,31.07638849,,5739.490356
62,912,37.34804576,30.89055915,,5305.1521
62,913,37.38234522,31.32888295,,5401.448853
62,914,37.78976303,31.26139648,,6579.830322
62,915,37.14107105,30.67683144,,4881.734375
62,916,37.53687959,30.40658352,,4459.283203
62,917,37.34445223,31.03945972,,5800.457031
62,918,37.50156572,31.48845855,,5573.0354
62,919,37.46723079,30.86841022,,5109.120239
62,920,37.56033811,30.88626552,,5533.505127
62,921,37.3589819,30.90660551,,6273.367188
62,922,37.36610364,30.61609585,,5162.046509
62,923,37.25738006,31.06045376,,5769.011353
62,924,37.51787334,31.00806485,,7322.996216
62,925,37.59203426,31.39819957,,6142.122437
62,926,37.38480591,30.8874882,,6059.836304
62,927,37.46910768,31.04064808,,5094.179321
62,928,37.6580154,31.10675716,,5776.29895
62,929,37.30607819,30.67354607,,7084.177979
62,930,37.56789034,30.97549705,,6849.019165
62,931,37.38211244,30.98859568,,6294.459839
62,932,37.30103986,30.79162944,,5434.45813
