TRACK NUMBER,frame number,x,y,,intensity
1,99,39.69064116,53.75102592,,6123.771606
1,100,39.96283109,54.64067549,,2799.11438
1,101,39.39369472,54.39471377,,4063.123413
1,102,38.55788908,54.81875194,,4105.014404
1,103,39.60485711,54.68184673,,3086.505859
1,104,39.64402166,54.0274018,,4971.642334
1,105,39.66908925,54.80834244,,868.3273926
2,3,0.788620472,73.35067566,,1604.945801
2,4,0.935860045,73.18897475,,2352.709961
2,5,0.581181838,73.31469946,,2787.524048
2,6,1.058214029,73.09775951,,2368.172119
2,7,0.712307295,72.75576614,,2069.079346
2,8,0.702089692,73.09231634,,2574.679077
2,9,0.693293518,73.29254194,,2835.431641
2,10,0.502173991,73.12285696,,2337.566284
2,11,0.47315202,72.48591629,,1875.74353
2,12,1.019466579,72.35234271,,2881.221436
2,13,0.641862401,72.53629937,,3752.220947
2,14,0.867130884,72.17125786,,2763.019775
2,15,0.781825146,72.00256874,,2838.175415
2,16,0.382018076,72.97743134,,1785.880859
2,17,0.420947682,73.42329425,,2270.865112
2,18,0.88740386,73.22682039,,3689.831787
2,19,0.667232084,73.37059732,,2923.924927
2,20,0.865953132,73.04450479,,3352.005249
2,21,0.736034443,73.16516798,,2900.677979
2,22,0.603193642,73.04535523,,2732.824097
2,23,0.677809798,73.8093604,,2746.372681
2,24,0.537915895,73.33344989,,2654.602051
2,25,0.354620014,73.63523377,,2097.132568
3,6,11.47303362,28.53181072,,3141.910156
3,7,10.40183729,29.79151309,,5199.453857
3,8,10.53093292,29.40445483,,2811.95752
3,9,11.51546611,28.22573014,,3870.720459
3,10,10.76835318,29.0937949,,4006.942871
3,11,10.80114145,29.70999045,,4317.880005
3,12,9.159657898,28.96791787,,2702.741577
3,13,9.506621977,28.7591679,,3829.171875
3,14,9.82110438,27.84895472,,4029.573486
3,15,9.21638294,29.06669701,,4714.955078
3,16,8.225440571,29.0901613,,5389.682495
3,17,7.433324321,29.02073334,,4611.236694
3,18,7.603665903,27.87543736,,5309.400024
3,19,6.038326081,27.93635837,,2193.075806
3,20,6.551951999,27.92323968,,3074.532104
4,47,52.63793494,0.139472853,,1268.241455
4,48,53.52288605,0.521826343,,2710.356323
4,49,52.22912318,0.383918629,,1909.715332
4,50,50.0215595,0.833510556,,2213.566895
4,51,49.31738904,2.616896207,,3320.599854
4,52,48.70372475,2.187887284,,4175.402344
4,53,49.28009734,2.956552685,,4883.524414
4,54,48.78182279,1.575297196,,3012.841553
4,55,49.63338451,0.97217094,,2352.180908
4,56,51.14378101,1.712484905,,2281.234253
4,57,51.89906686,2.621367759,,3537.720703
4,58,51.32301112,3.751126325,,2315.199219
5,55,12.91152654,74.36374655,,3557.281128
5,56,12.71264105,74.07493654,,2666.642822
5,57,12.8105517,74.04510624,,3562.577148
5,58,13.40336625,74.04709921,,4968.951294
5,59,13.11093421,73.44793855,,5718.528076
5,60,13.41253105,73.26696002,,8397.106201
5,61,13.15514342,73.57012995,,7255.940674
5,62,13.25182286,73.53448081,,7387.59375
5,63,12.97070113,73.68096012,,7195.285889
5,64,13.45341681,74.16242266,,4073.872437
5,65,14.03296149,74.22316411,,3002.090576
5,66,15.22909212,74.3329958,,2278.515137
5,67,14.28623394,73.00890218,,1432.439575
5,68,14.18308824,73.21645766,,1095.805786
6,58,2.54291573,73.73789667,,2756.395508
6,59,0.87707342,73.01106285,,2366.252808
6,60,0.562397058,72.04704761,,1818.376831
6,61,0.962601627,72.69933386,,4023.690918
6,62,2.101143484,71.19562463,,5151.405762
6,63,3.321127508,71.23433698,,3851.197144
6,64,2.404831573,69.87537719,,5687.169922
6,65,3.2398661,70.45242179,,4635.615967
6,66,3.438281472,71.45988721,,4897.601685
6,67,3.424614373,70.73549957,,4249.043823
6,68,3.287877791,68.15460793,,5973.34082
6,69,3.597346048,68.25757998,,4653.217041
6,70,4.624447874,68.20746781,,5602.484009
6,71,4.737389928,68.58557295,,6701.263672
6,72,5.518754868,68.56456563,,4386.120361
6,73,5.507722362,67.19533158,,3690.446411
6,74,5.444913838,67.39462785,,3708.361816
6,75,5.230254889,66.92898038,,3518.47998
6,76,4.763885582,68.59937581,,5400.459473
6,77,6.638961534,66.82721245,,4732.43396
6,78,6.472291658,66.38530779,,3692.471191
6,79,6.500489481,66.14693713,,4039.076904
6,80,5.428188497,65.46549487,,3888.914551
6,81,4.250954017,65.32076385,,4951.182617
6,82,5.434848816,67.2450693,,3487.294312
6,83,3.65136589,68.15671037,,6217.579102
6,84,3.470987524,68.92600776,,5579.491943
6,85,1.803098521,69.33761436,,6309.713135
6,86,1.57153865,68.25111299,,2212.648926
6,87,2.114330475,68.71514356,,3214.163208
6,88,2.126285807,69.03148155,,5245.871582
6,89,1.777721809,69.31003902,,5300.675171
6,90,1.72786056,69.57674513,,5320.098389
6,91,1.896211836,69.47845246,,4369.341797
6,92,1.893835396,69.38566233,,5030.186035
6,93,1.938585691,69.25106339,,5247.067017
6,94,1.855070694,69.33760721,,3275.777954
6,95,2.7422951,69.02600945,,4847.284424
6,96,2.840841026,69.11768115,,4383.140137
6,97,3.241560278,69.35098345,,5045.853638
6,98,2.905393448,69.31405899,,4225.764771
6,99,2.601734404,69.32420061,,3347.143555
6,100,3.239577646,69.33751363,,4412.129028
6,101,2.916581108,69.300559,,5782.608398
6,102,2.599554322,69.08578882,,3894.992798
6,103,2.399787232,69.14408107,,5206.084961
6,104,2.645371104,69.06475655,,6191.593994
6,105,2.42379746,69.30434311,,4601.326294
6,106,2.661780197,69.85270589,,5423.337524
6,107,2.732867818,69.58884256,,4339.789673
6,108,2.766413534,69.4347612,,3310.395874
6,109,2.274969504,68.89533482,,3633.911499
6,110,1.933205806,66.78256857,,1762.477539
6,111,2.459018109,66.91960615,,3245.967285
6,112,2.465339473,66.40859788,,4010.684814
6,113,1.293929543,66.92543808,,1877.95166
6,114,1.865180355,66.61651508,,2344.325684
6,115,0.954840517,66.50723338,,1361.426636
6,116,1.857049279,66.22885601,,2523.032471
6,117,2.115743152,64.93960165,,2812.356323
6,118,1.19126306,64.96385927,,2044.217407
6,119,1.96559922,65.28999618,,2922.807983
6,120,2.287990642,65.55543934,,4386.205566
6,121,2.287008924,64.81046166,,3061.4729
6,122,2.113911028,63.23336331,,2030.007446
6,123,2.245972258,61.8998423,,2939.770752
6,124,2.502092007,61.08233665,,2735.515015
6,125,1.684454106,60.97917543,,1580.657227
6,126,0.993244294,60.51991354,,1221.641724
6,127,0.755394923,60.73477157,,2225.195801
6,128,1.013905609,61.53974662,,3902.585083
6,129,2.464920152,61.19240667,,3845.652588
6,130,1.936706851,61.17206782,,4274.113403
6,131,1.763908619,60.82213405,,3465.052246
6,132,0.801828342,61.80988655,,1976.10144
6,133,0.922121008,61.18647866,,2939.457642
6,134,0.355101836,60.69300912,,1908.833618
6,135,0.764637653,60.62219123,,3413.756958
6,136,0.687869436,59.1729446,,2847.198364
6,137,0.580810065,59.60827194,,2134.124512
6,138,1.079193816,59.47079227,,3182.314819
6,139,1.572407744,59.16323943,,3148.176147
6,140,1.464389166,59.30073244,,3466.052368
6,141,1.326318329,58.63464705,,4356.993896
6,142,0.435905868,58.96254885,,1617.752075
6,143,0.333777379,58.38258012,,1909.307617
6,144,1.738834445,56.87843511,,3542.511597
6,145,2.190091502,57.27513704,,3922.542358
6,146,1.838300812,58.21926237,,3316.886719
6,147,2.626121859,59.19099,,1722.392334
6,148,2.541962613,58.58331996,,1653.869751
6,149,3.047496587,58.36309012,,2878.372925
6,150,3.47586285,57.55768588,,3239.632446
6,151,2.708972131,58.18144878,,2799.668701
6,152,3.675187899,57.75254922,,1722.780884
7,59,52.27327807,7.440320227,,3488.587646
7,60,52.53686009,5.834762051,,2719.470581
7,61,51.88230853,6.453376923,,3269.205322
7,62,51.54350411,6.561792814,,3657.369385
7,63,52.07294859,6.072558792,,3967.460571
7,64,52.81057214,8.204607602,,4721.185669
7,65,52.61552916,8.105060775,,5402.363892
7,66,52.37279092,8.737759294,,4490.891113
7,67,51.09340828,10.15994204,,5583.415405
7,68,50.29048438,9.928335063,,4394.412476
7,69,48.02382047,8.687557355,,1553.019409
7,70,46.72992499,8.444607666,,3190.373413
7,71,46.96695028,8.329357422,,5314.332031
7,72,46.31011169,9.749511837,,4899.688965
7,73,47.46149469,8.255899315,,4338.303223
7,74,46.805056,7.376925632,,4506.402832
8,75,48.03628041,10.4916739,,1646.38269
8,76,49.97821801,9.366701747,,3883.548462
8,77,49.34204224,8.817259219,,1465.16748
8,78,47.78650769,8.632659223,,3278.047852
8,79,49.26526173,7.00360213,,4913.033936
8,80,49.65951258,7.509682586,,4540.483643
8,81,51.40414452,7.829304797,,6083.880737
8,82,51.42066555,8.362462738,,2585.303467
8,83,49.57954032,8.315552359,,3435.898682
8,84,49.42013554,8.034260635,,5515.680176
8,85,48.28389973,7.981216549,,3860.508545
8,86,49.11143518,8.656114204,,3093.307129
8,87,48.85505721,9.453767398,,4134.843018
8,88,47.50455234,9.958167456,,4920.146973
8,89,47.12904542,9.401756688,,4514.332642
8,90,45.78545595,8.976682538,,4542.075317
8,91,43.94329512,7.521584182,,3569.726196
8,92,43.19803009,8.353997271,,3316.824585
8,93,41.41361328,8.739281748,,2952.274292
8,94,40.40403069,9.593441479,,3214.94397
8,95,39.37854907,9.795090148,,1929.480225
8,96,39.45736617,8.502672349,,4353.463013
8,97,39.25457546,8.955419563,,3038.07251
8,98,36.76511655,8.914903259,,2920.64624
8,99,36.83005445,8.818211125,,1045.098633
9,75,61.93574228,25.3748532,,1559.39624
9,76,62.22492438,25.11635706,,1861.143066
9,77,62.43344191,25.20104333,,938.2736816
9,78,60.86268484,25.16285082,,1850.827026
9,79,59.82126144,25.59653484,,3734.694702
9,80,59.63200781,25.39826511,,2844.354736
9,81,60.03050031,25.59802297,,4257.397705
9,82,59.35228196,25.33220527,,3023.562744
9,83,59.32203739,25.58065704,,3811.761719
9,84,59.29133891,25.00137837,,2730.78479
9,85,60.08438649,25.64698774,,2601.093872
9,86,59.98216173,25.69022957,,2904.919067
9,87,61.33695764,25.50850095,,1683.835449
10,102,60.83090607,29.05395142,,1808.710938
10,103,59.98530758,28.47885262,,3022.798462
10,104,60.32536746,28.88775609,,2010.805664
10,105,60.0245877,27.82786885,,1793.70813
10,106,60.00748627,29.42981319,,1268.222778
10,107,61.13359357,30.798936,,1176.484619
10,108,60.62217137,30.60796723,,3202.785034
10,109,61.40274136,30.79841708,,850.0780029
11,105,59.55284761,23.97757427,,1122.3573
11,106,58.73695157,25.88524597,,4929.904785
11,107,56.8409084,25.70054227,,6489.884399
11,108,56.76584419,24.42563179,,4283.881348
11,109,57.92462989,23.95695496,,5244.92627
11,110,57.40125657,25.09970329,,5426.981445
11,111,57.87743341,25.80948156,,5172.209351
11,112,58.38700864,25.99685425,,6533.678955
11,113,57.75737172,26.13096039,,5406.522583
11,114,59.02829691,26.28020893,,5729.065918
11,115,59.63463113,27.00708185,,4169.75061
11,116,60.07127765,27.35238678,,4246.993408
11,117,59.981683,27.42549869,,3288.387817
11,118,61.11723442,29.35176477,,1669.228516
12,106,40.96298117,57.74193306,,1213.187134
12,107,43.13423005,57.90868508,,6759.201782
12,108,43.56239231,58.162627,,5696.793335
12,109,42.80031975,59.33230106,,5665.713989
12,110,43.54316261,58.25991174,,5387.459351
12,111,43.71005743,57.30111729,,6009.639404
12,112,44.23714502,57.47283465,,4364.578613
12,113,44.15655787,57.62195166,,6168.955078
12,114,43.99879067,57.98538306,,5207.104736
12,115,43.8612178,57.54417084,,5222.36438
12,116,44.1745714,57.16547365,,5558.400513
12,117,44.71134676,57.46550587,,4115.11377
12,118,43.62229345,57.99519093,,4410.533325
12,119,43.81016926,57.11799157,,5960.800781
12,120,42.39830834,57.47369178,,5998.278931
12,121,42.51719432,57.51536787,,7057.010376
12,122,40.12362981,57.77442232,,4286.765747
12,123,40.82992682,57.04022563,,1863.724121
12,124,38.75807359,55.51426717,,2335.760986
12,125,38.16904078,56.02578448,,5554.016235
13,113,37.93136059,8.655933732,,3071.581299
13,114,38.21772187,8.537152238,,2915.80481
13,115,38.44456322,7.819914502,,4904.3125
13,116,38.37176392,8.006736724,,4432.473511
13,117,38.76235797,8.262639312,,3492.610718
13,118,38.59630055,7.738500366,,3840.438232
13,119,38.57219287,6.322171134,,4457.845337
13,120,38.27898242,5.862592285,,4980.319702
13,121,37.6095905,5.799907363,,4293.175659
13,122,37.44361243,6.354615419,,3840.488281
13,123,38.2491397,6.525928181,,4029.106689
13,124,38.90143332,5.967722348,,2472.137695
13,125,38.14485712,5.078545882,,4450.693115
13,126,38.31232181,6.152196455,,4981.143799
13,127,38.41246428,6.610212121,,3515.886841
13,128,37.63026728,6.596992201,,7516.39856
13,129,37.75057565,6.110589626,,3730.199463
13,130,36.92223519,4.650908034,,5873.333374
13,131,37.86591495,5.004741888,,4343.612915
13,132,37.632504,4.210300253,,4874.531616
13,133,37.83707312,5.50116095,,4992.373535
13,134,38.75323133,4.332876025,,3365.038086
13,135,40.42734595,4.865087451,,4684.390259
13,136,42.41089462,3.210097602,,4808.321411
13,137,43.52446591,2.474174397,,5580.413818
13,138,43.84209801,2.33657555,,4571.081177
13,139,43.48252379,1.786086904,,2204.057129
13,140,44.20831743,0.346972238,,1882.286255
13,141,42.85223271,0.284584511,,2182.345215
13,142,43.17607943,0.763038331,,2686.901855
13,143,42.65719344,0.97122567,,1991.95813
13,144,42.49346517,0.267092244,,1976.693848
13,145,41.89995005,0.258690664,,1480.62146
13,146,40.9730594,0.404021804,,1593.711426
13,147,41.94545711,0.617096886,,1581.371216
13,148,41.80986548,0.354374153,,930.7131348
14,114,26.63806459,1.388044777,,2699.82019
14,115,26.6724059,1.262928613,,1868.56311
14,116,27.48312311,2.525354818,,1795.361206
14,117,27.54339187,3.05956869,,2099.456787
14,118,27.86915876,0.733640429,,2263.413452
14,119,27.76458043,1.515744486,,3253.533936
14,120,28.41427595,1.785787539,,4745.608521
14,121,28.87011346,2.324270101,,4563.752319
14,122,29.60801065,3.367667634,,3559.313599
14,123,30.14153391,3.884935195,,3130.100708
14,124,32.34158609,3.729401153,,2901.551514
14,125,32.0321907,2.467020894,,3093.790894
14,126,29.73514358,3.369520317,,3499.519165
14,127,29.93380049,2.06239572,,3989.261475
14,128,30.45991485,2.530157391,,3201.19043
14,129,29.20558785,2.735601203,,4237.558594
14,130,28.92143677,2.422377095,,4806.765625
14,131,29.08125059,4.473847014,,2441.703979
14,132,29.64795647,5.238847876,,3535.859253
14,133,28.96444294,5.192214678,,1560.82666
14,134,29.64902515,6.683685283,,1003.166748
14,135,28.97891157,7.494674268,,1198.519897
15,120,12.29825577,75.6543795,,1208.599609
15,121,12.29204802,75.52950013,,3665.417847
15,122,12.99495125,75.11232484,,3034.04248
15,123,12.74644551,75.09907188,,3659.584351
15,124,12.96792716,75.25632628,,3568.126587
15,125,13.25290753,75.2210988,,4031.412964
15,126,13.14963932,75.22662276,,1994.328369
15,127,13.54904024,74.41143248,,4473.238037
15,128,13.41727426,75.09755596,,3061.306519
15,129,13.68887238,75.26825027,,2617.804199
15,130,13.73712,75.18537572,,3513.365845
15,131,13.83169015,75.22074264,,3322.08667
15,132,13.81897856,74.79260655,,3305.811401
15,133,13.49717397,74.33606562,,4205.308228
15,134,13.53724291,75.12783621,,3101.137207
15,135,13.92394798,75.35028936,,3053.869263
15,136,13.49011936,75.65492189,,2270.236572
15,137,14.70230157,75.72616675,,1447.360107
16,128,39.18164852,54.91710025,,4275.206665
16,129,39.99952975,55.83338158,,2546.77771
16,130,38.8775377,56.51885685,,3887.181763
16,131,39.50169118,58.15410608,,4768.035156
16,132,39.97795129,57.78061789,,4120.532227
16,133,39.43972479,58.93392803,,7567.845459
16,134,39.32218886,58.75241712,,6325.671265
16,135,39.87411281,56.36977589,,2861.172363
16,136,38.37329418,56.03576384,,2991.470093
16,137,38.55830544,55.10316357,,2826.343384
16,138,38.40066447,57.38250888,,4852.955811
16,139,38.38983237,58.89425855,,6815.707397
16,140,37.57120632,57.43179308,,6916.998657
16,141,37.40876087,56.90857027,,4024.452515
16,142,37.19824311,57.62739242,,5058.388306
16,143,37.43645419,57.56299201,,3512.014893
16,144,38.01892023,56.91312296,,5620.694824
16,145,38.57567302,57.43657338,,5167.035278
16,146,40.25542282,57.93000154,,3587.76709
16,147,41.58999442,58.05606983,,4496.657837
16,148,40.95964969,57.86365663,,2910.14917
16,149,41.31778992,57.65237434,,2617.108765
16,150,39.94393155,56.64918406,,1536.271362
16,151,38.44277883,57.77730059,,3888.787842
17,136,8.925470576,21.74817402,,2310.31604
17,137,9.058516981,21.33504941,,2662.799194
17,138,9.215366659,21.87444862,,1814.967773
17,139,9.075304725,21.7092862,,2602.891235
17,140,9.917551692,21.6619738,,2293.64978
17,141,9.287043725,22.1842072,,3212.223022
17,142,9.372546572,21.25581385,,1322.991577
17,143,9.595197777,21.21947903,,947.5185547
17,144,9.732105255,21.26330971,,1288.15686
17,145,9.682670091,21.36747998,,1140.609741
18,139,14.13906533,75.65062973,,3008.633423
18,140,13.92883408,75.38178488,,2843.176514
18,141,14.27390808,75.34354402,,3108.695557
18,142,14.29149109,75.03974434,,4055.799805
18,143,14.63737698,74.7224563,,3404.37439
18,144,13.54325115,75.37875649,,3891.536499
18,145,13.51188874,74.4282435,,3760.552979
18,146,12.68466387,73.75536508,,5621.21521
18,147,13.09845212,73.68970333,,3545.328979
18,148,12.55154383,74.11534437,,5588.220947
18,149,11.99625608,74.54675345,,4514.737427
18,150,11.78290111,75.15171122,,3693.345947
18,151,11.99517348,75.1424489,,4672.345093
18,152,12.07219008,75.10101123,,3800.610107
18,153,12.22813788,75.10740298,,3600.802612
18,154,11.35790549,74.81667537,,4569.782959
18,155,11.00600169,74.88839914,,2975.258179
18,156,11.08329711,74.82278519,,3953.641235
18,157,10.42096924,74.36317829,,2122.927979
18,158,11.93808729,75.06607595,,1337.888062
19,141,60.26622846,29.97436442,,3359.049805
19,142,60.07184543,31.82477749,,2632.725342
19,143,59.76665887,30.81804169,,2422.513794
19,144,60.75401609,31.38183911,,2453.682007
19,145,61.46483878,31.98969657,,1774.856934
19,146,61.13258286,32.1136164,,1722.188232
19,147,62.02090358,31.4292286,,1207.039673
19,148,61.26486178,31.99008324,,2486.186279
19,149,61.32836602,32.23601017,,2777.704102
19,150,61.46127098,30.54206505,,1287.472412
20,145,30.03430478,11.67058895,,2672.056519
20,146,30.10008234,11.41580655,,5682.171997
20,147,29.93261991,11.36033573,,5140.642578
20,148,30.22931816,11.7154132,,5394.555786
20,149,29.75142427,11.96980873,,5997.314697
20,150,29.6204931,11.5184836,,5623.567749
20,151,30.35949025,11.58218388,,6318.643799
20,152,30.45992345,11.60977234,,5229.210693
20,153,29.84430381,11.74505712,,6517.361572
20,154,29.67247484,11.73470755,,6883.755493
20,155,29.95829925,11.66137467,,5050.862061
20,156,30.22603837,11.14816771,,5504.675171
20,157,30.21167631,11.72083776,,5437.868652
20,158,30.37174567,11.61929464,,6047.2771
20,159,29.84147462,11.40221853,,5500.713501
20,160,29.80551088,11.49011122,,6090.663818
20,161,29.99443753,11.3560687,,6097.295776
20,162,30.24849153,11.42132852,,5234.096069
20,163,29.87336439,11.41958188,,5711.654175
20,164,29.78853571,11.16167566,,5509.641479
20,165,29.89901025,12.11409183,,5878.309937
20,166,29.67068324,11.40248355,,5171.739136
20,167,30.30444719,11.85933474,,5740.514404
20,168,29.70501178,11.29192498,,6008.039551
20,169,29.76761336,11.47516989,,2672.676147
20,170,30.2642112,11.78586968,,7499.264038
20,171,29.93834412,11.50345384,,6193.626831
20,172,29.97804668,12.15896618,,6958.945068
20,173,30.04241126,11.66815899,,5210.951782
20,174,29.78832544,11.93048952,,6158.825317
20,175,29.66526084,11.9142493,,5217.837769
20,176,30.11978821,11.39279556,,4997.077148
20,177,29.82609783,11.86135319,,4932.947266
20,178,29.60378545,11.53417349,,2993.539063
20,179,29.79519544,11.64087069,,5400.692261
20,180,29.8471818,11.55384461,,5185.537842
20,181,29.65339089,11.38374047,,4155.479736
20,182,30.1454677,11.49657291,,4773.001099
20,183,30.14307925,11.57517952,,5495.213013
20,184,30.05431346,11.4842071,,5714.381226
20,185,29.68125658,11.50559882,,5067.136963
20,186,29.81362441,11.52826988,,4396.30481
20,187,30.06368743,11.7617554,,5414.946045
20,188,29.69035451,11.44359738,,6071.305542
20,189,29.9372665,11.85341167,,3932.097046
20,190,29.78120733,11.71018377,,5655.901245
20,191,29.57850286,11.51556812,,6564.53479
20,192,29.91041043,11.91390814,,6355.743286
20,193,30.27481061,11.54571469,,5473.349487
20,194,29.88653873,11.42399053,,5906.033813
20,195,30.40280712,11.53788341,,3467.708984
20,196,29.57488746,11.81571533,,3376.148193
20,197,29.63987211,11.96365709,,6576.658447
20,198,29.74695887,11.64140127,,5411.902588
20,199,29.84375319,12.00495934,,4325.897583
20,200,30.22819306,11.13760134,,4368.508789
20,201,29.79116081,11.77254212,,6330.7146
20,202,29.91841652,11.60568268,,4769.052856
20,203,29.66094768,11.61776871,,4389.423584
20,204,30.09444482,11.07631792,,4380.433228
20,205,29.46942828,11.40524249,,5185.080566
20,206,30.24957253,11.09676106,,5037.652832
20,207,30.31776983,11.54247166,,4811.004272
20,208,29.86752175,11.43668113,,5842.168091
20,209,29.73274561,11.52654029,,3659.597778
20,210,30.04429834,11.98153214,,5433.966797
20,211,30.01622069,11.43774475,,6187.301758
20,212,29.55859054,11.43386568,,5602.305176
20,213,29.43903524,10.95582521,,7799.125732
20,214,29.23452455,11.67045164,,7916.213379
20,215,29.4307259,11.70973465,,11054.01721
20,216,29.40779682,12.23419056,,8319.411621
20,217,29.65923788,12.03420565,,9570.181641
20,218,29.7031716,11.90174367,,10495.88062
20,219,29.97400648,11.28027665,,9967.003418
20,220,29.84979015,11.03168622,,7585.098755
20,221,29.888363,10.67150966,,6624.482788
20,222,29.97440594,10.11048013,,6840.281494
20,223,29.41273483,10.7565204,,4588.907227
20,224,29.78391372,11.39894791,,4684.006958
20,225,29.71308176,10.97991929,,4896.529663
20,226,30.66423808,11.01571719,,5249.224976
20,227,30.15694847,11.54662145,,4794.711182
20,228,29.97905656,11.28672167,,4750.930908
20,229,29.72366902,11.72585197,,6295.990601
20,230,30.21206672,11.60144304,,4820.487061
20,231,29.89135781,11.63399219,,5601.810913
20,232,30.27234228,11.69135464,,5630.632324
20,233,29.96003064,11.43407057,,6412.357788
20,234,29.623767,11.55736568,,5333.130981
20,235,30.12443068,11.78222798,,6242.999634
20,236,29.94690736,11.77923819,,3571.246826
20,237,30.03688579,11.2770797,,3272.029419
20,238,29.78191208,11.50258361,,4336.187256
20,239,29.65676232,11.78472462,,5069.167603
20,240,30.31985247,11.46513867,,5171.779419
20,241,29.44095767,11.48057443,,3704.720703
20,242,29.6699091,11.52879001,,4968.245972
20,243,29.95304562,11.65571519,,4314.927734
20,244,29.58575932,11.36778863,,4035.758301
20,245,29.73253773,11.61020824,,4342.539917
20,246,29.99056943,11.52901061,,6352.569214
20,247,30.1553448,11.32258062,,4697.28064
20,248,29.59359362,11.64672878,,4388.561279
20,249,29.52358271,11.63411534,,3759.82312
20,250,29.7820286,11.44319405,,4487.62793
20,251,30.00403811,11.51130974,,4957.195068
